1.00000000  0.00000000
0.98429268  0.00448907
0.96858924  0.00887148
0.95289355  0.01315267
0.93720948  0.01733776
0.92154090  0.02143145
0.90589169  0.02543803
0.89026569  0.02936138
0.87466677  0.03320492
0.85909877  0.03697160
0.84356553  0.04066392
0.82807090  0.04428388
0.81261869  0.04783302
0.79721270  0.05131240
0.78185676  0.05472263
0.76655464  0.05806381
0.75131011  0.06133564
0.73612695  0.06453735
0.72100889  0.06766778
0.70595967  0.07072535
0.69098301  0.07370814
0.67608258  0.07661386
0.66126208  0.07943991
0.64652516  0.08218342
0.63187545  0.08484125
0.61731657  0.08741006
0.60285211  0.08988632
0.58848564  0.09226636
0.57422071  0.09454642
0.56006083  0.09672265
0.54600950  0.09879118
0.53207019  0.10074818
0.51824633  0.10258982
0.50454133  0.10431240
0.49095858  0.10591234
0.47750144  0.10738619
0.46417321  0.10873074
0.45097718  0.10994298
0.43791662  0.11102016
0.42499475  0.11195983
0.41221475  0.11275986
0.39957977  0.11341844
0.38709295  0.11393412
0.37475734  0.11430587
0.36257601  0.11453299
0.35055195  0.11461525
0.33868813  0.11455280
0.32698749  0.11434622
0.31545289  0.11399652
0.30408720  0.11350514
0.29289322  0.11287394
0.28187370  0.11210521
0.27103137  0.11120162
0.26036891  0.11016627
0.24988893  0.10900262
0.23959403  0.10771449
0.22948676  0.10630605
0.21956959  0.10478181
0.20984499  0.10314653
0.20031534  0.10140528
0.19098301  0.09956334
0.18185028  0.09762621
0.17291943  0.09559956
0.16419264  0.09348921
0.15567207  0.09130108
0.14735984  0.08904116
0.13925797  0.08671549
0.13136849  0.08433012
0.12369332  0.08189103
0.11623437  0.07940419
0.10899348  0.07687542
0.10197242  0.07431044
0.09517295  0.07171480
0.08859672  0.06909385
0.08224537  0.06645273
0.07612047  0.06379631
0.07022351  0.06112921
0.06455597  0.05845575
0.05911923  0.05577994
0.05391464  0.05310544
0.04894348  0.05043560
0.04420699  0.04777339
0.03970631  0.04512141
0.03544258  0.04248190
0.03141684  0.03985675
0.02763008  0.03724743
0.02408324  0.03465507
0.02077719  0.03208045
0.01771275  0.02952396
0.01489067  0.02698568
0.01231166  0.02446534
0.00997634  0.02196239
0.00788530  0.01947596
0.00603904  0.01700493
0.00443804  0.01454792
0.00308267  0.01210336
0.00197327  0.00966946
0.00111013  0.00724428
0.00049344  0.00482577
0.00012337  0.00241175
0.00000000  0.00000000
0.00012337  -0.00144323
0.00049344  -0.00288888
0.00111013  -0.00433932
0.00197327  -0.00579689
0.00308267  -0.00726379
0.00443804  -0.00874212
0.00603904  -0.01023382
0.00788530  -0.01174064
0.00997634  -0.01326409
0.01231166  -0.01480547
0.01489067  -0.01636581
0.01771275  -0.01794584
0.02077719  -0.01954598
0.02408324  -0.02116634
0.02763008  -0.02280667
0.03141684  -0.02446638
0.03544258  -0.02614451
0.03970631  -0.02783972
0.04420699  -0.02955032
0.04894348  -0.03127422
0.05391464  -0.03300897
0.05911923  -0.03475172
0.06455597  -0.03649930
0.07022351  -0.03824816
0.07612047  -0.03999440
0.08224537  -0.04173383
0.08859672  -0.04346193
0.09517295  -0.04517391
0.10197242  -0.04686470
0.10899348  -0.04852901
0.11623437  -0.05016137
0.12369332  -0.05175608
0.13136849  -0.05330735
0.13925797  -0.05480925
0.14735984  -0.05625580
0.15567207  -0.05764096
0.16419264  -0.05895870
0.17291943  -0.06020305
0.18185028  -0.06136808
0.19098301  -0.06244801
0.20031534  -0.06343720
0.20984499  -0.06433022
0.21956959  -0.06512184
0.22948676  -0.06580715
0.23959403  -0.06638151
0.24988893  -0.06684065
0.26036891  -0.06718066
0.27103137  -0.06739804
0.28187370  -0.06748975
0.29289322  -0.06745321
0.30408720  -0.06728635
0.31545289  -0.06698759
0.32698749  -0.06655595
0.33868813  -0.06599095
0.35055195  -0.06529275
0.36257601  -0.06446207
0.37475734  -0.06350024
0.38709295  -0.06240922
0.39957977  -0.06119157
0.41221475  -0.05985050
0.42499475  -0.05838981
0.43791662  -0.05681393
0.45097718  -0.05512790
0.46417321  -0.05333738
0.47750144  -0.05144858
0.49095858  -0.04946832
0.50454133  -0.04740395
0.51824633  -0.04526335
0.53207019  -0.04305495
0.54600950  -0.04078762
0.56006083  -0.03847070
0.57422071  -0.03611399
0.58848564  -0.03372764
0.60285211  -0.03132219
0.61731657  -0.02890851
0.63187545  -0.02649775
0.64652516  -0.02410134
0.66126208  -0.02173090
0.67608258  -0.01939826
0.69098301  -0.01711537
0.70595967  -0.01489430
0.72100889  -0.01274718
0.73612695  -0.01068616
0.75131011  -0.00872339
0.76655464  -0.00687096
0.78185676  -0.00514087
0.79721270  -0.00354502
0.81261869  -0.00209513
0.82807090  -0.00080274
0.84356553  0.00032085
0.85909877  0.00126456
0.87466677  0.00201764
0.89026569  0.00256961
0.90589169  0.00291035
0.92154090  0.00303009
0.93720948  0.00291946
0.95289355  0.00256947
0.96858924  0.00197157
0.98429268  0.00111763
1.00000000  0.00000000
