DU15-160_15(c=665mm)
   1.00000   0.00073
   0.99000   0.00193
   0.98000   0.00320
   0.97000   0.00456
   0.96000   0.00597
   0.95000   0.00738
   0.94000   0.00881
   0.93000   0.01028
   0.92000   0.01179
   0.91000   0.01330
   0.90000   0.01483
   0.87500   0.01861
   0.85000   0.02448
   0.82500   0.03482
   0.80000   0.04560
   0.77500   0.05559
   0.75000   0.06485
   0.72500   0.07345
   0.70000   0.08136
   0.67500   0.08842
   0.65000   0.09465
   0.62500   0.10012
   0.60000   0.10487
   0.57500   0.10896
   0.55000   0.11247
   0.52500   0.11540
   0.50000   0.11777
   0.47500   0.11963
   0.45000   0.12096
   0.44000   0.12135
   0.43000   0.12165
   0.42000   0.12187
   0.41000   0.12200
   0.40000   0.12206
   0.39000   0.12204
   0.38000   0.12193
   0.37000   0.12174
   0.36000   0.12145
   0.35000   0.12108
   0.34000   0.12062
   0.33000   0.12006
   0.32000   0.11942
   0.31000   0.11868
   0.30000   0.11785
   0.29000   0.11692
   0.28000   0.11590
   0.27000   0.11478
   0.26000   0.11357
   0.25000   0.11225
   0.24000   0.11082
   0.23000   0.10929
   0.22000   0.10765
   0.21000   0.10589
   0.20000   0.10400
   0.19000   0.10198
   0.18000   0.09983
   0.17000   0.09753
   0.16000   0.09507
   0.15000   0.09245
   0.14000   0.08966
   0.13000   0.08667
   0.12000   0.08347
   0.11000   0.08005
   0.10000   0.07638
   0.09500   0.07444
   0.09000   0.07242
   0.08500   0.07033
   0.08000   0.06816
   0.07500   0.06590
   0.07000   0.06354
   0.06500   0.06107
   0.06000   0.05848
   0.05500   0.05577
   0.05000   0.05290
   0.04500   0.04988
   0.04000   0.04666
   0.03500   0.04322
   0.03000   0.03952
   0.02500   0.03552
   0.02000   0.03113
   0.01750   0.02875
   0.01500   0.02623
   0.01250   0.02351
   0.01000   0.02057
   0.00900   0.01931
   0.00800   0.01800
   0.00700   0.01662
   0.00600   0.01516
   0.00500   0.01359
   0.00400   0.01190
   0.00300   0.01003
   0.00200   0.00790
   0.00100   0.00527
   0.00075   0.00446
   0.00050   0.00355
   0.00025   0.00240
   0.00000   0.00002
   0.00025  -0.00187
   0.00050  -0.00255
   0.00075  -0.00305
   0.00100  -0.00346
   0.00200  -0.00466
   0.00300  -0.00555
   0.00400  -0.00629
   0.00500  -0.00695
   0.00600  -0.00754
   0.00700  -0.00809
   0.00800  -0.00860
   0.00900  -0.00908
   0.01000  -0.00953
   0.01250  -0.01055
   0.01500  -0.01146
   0.01750  -0.01229
   0.02000  -0.01305
   0.02500  -0.01441
   0.03000  -0.01559
   0.03500  -0.01665
   0.04000  -0.01760
   0.04500  -0.01846
   0.05000  -0.01925
   0.05500  -0.01999
   0.06000  -0.02068
   0.06500  -0.02134
   0.07000  -0.02196
   0.07500  -0.02255
   0.08000  -0.02313
   0.08500  -0.02369
   0.09000  -0.02422
   0.09500  -0.02474
   0.10000  -0.02524
   0.11000  -0.02617
   0.12000  -0.02704
   0.13000  -0.02786
   0.14000  -0.02864
   0.15000  -0.02937
   0.16000  -0.03005
   0.17000  -0.03069
   0.18000  -0.03128
   0.19000  -0.03183
   0.20000  -0.03236
   0.21000  -0.03286
   0.22000  -0.03334
   0.23000  -0.03380
   0.24000  -0.03423
   0.25000  -0.03463
   0.26000  -0.03501
   0.27000  -0.03536
   0.28000  -0.03569
   0.29000  -0.03600
   0.30000  -0.03629
   0.31000  -0.03658
   0.32000  -0.03684
   0.33000  -0.03710
   0.34000  -0.03733
   0.35000  -0.03756
   0.36000  -0.03778
   0.37000  -0.03797
   0.38000  -0.03816
   0.39000  -0.03833
   0.40000  -0.03848
   0.41000  -0.03861
   0.42000  -0.03873
   0.43000  -0.03883
   0.44000  -0.03891
   0.45000  -0.03898
   0.47500  -0.03907
   0.50000  -0.03904
   0.52500  -0.03890
   0.55000  -0.03866
   0.57500  -0.03831
   0.60000  -0.03786
   0.62500  -0.03730
   0.65000  -0.03664
   0.67500  -0.03585
   0.70000  -0.03495
   0.72500  -0.03393
   0.75000  -0.03278
   0.77500  -0.03152
   0.80000  -0.03009
   0.82500  -0.02847
   0.85000  -0.02657
   0.87500  -0.02426
   0.90000  -0.02135
   0.91000  -0.01994
   0.92000  -0.01832
   0.93000  -0.01639
   0.94000  -0.01413
   0.95000  -0.01167
   0.96000  -0.00911
   0.97000  -0.00641
   0.98000  -0.00371
   0.99000  -0.00164
   1.00000  -0.00077
